'P2P Skype client login startup',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
'P2P Skype client login',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault HIDS: Logon Failure - Account's password expired.,Consecutive failed SMB login attempts,Consecutive failed Telnet logins,Suspicious Account Enumeration,Suspicious SMB Permission Errors,Suspicious SSH connection,Suspicious VNC Connection,SMBv1,Potential SMB Brute Force Attack,IMAP Clear-Text Password Transmission,Active Directory Password Policy Query,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Replace JavaScript Large Obfuscated Blob - August 3rd 2012',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Rhino Java Exploit request to /content/rino.jar',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Rhino Java Exploit request to /content/v1.jar',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Specific JavaScript Replace hwehes - 8th August 2012',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Tax Landing Page with JavaScript Attack',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Try App.title Catch - May 22nd 2012',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Try Prototype Catch June 11 2012',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Try Prototype Catch May 11 2012',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole Try Prototype Catch May 14 2012',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole alt URL request Sep 05 2012 bv6rcs3v1ithi.php?w=',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole obfuscated Java EXE Download by Vulnerable Version - Likely Driveby',BlackHole,Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole obfuscated Javascript 171 charcodes >= 48',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole qwe123 PDF',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole repetitive applet/code tag',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole try eval prototype string splitting evasion Jul 24 2012',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole-like Java Exploit request to .jar?t=',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole/Cool jnlp URI Struct',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Blackhole2 - Landing Page Received',BlackHole,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Help and Control Panel Exploit Request',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Injected Page Leading To Driveby',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Landing Page Recieved - applet and flowbit',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Landing Page Requested - *.php?*=16HexCharacters in http_uri',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Landing Page Requested - /Home/index.php',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Page redirecting to driveby',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Payload Download - about.exe',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Payload Download - calc.exe',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Payload Download - contacts.exe',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Payload Download - info.exe',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Payload Download - readme.exe',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole - Payload Download - scandsk.exe',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole Landing Page applet param window.document',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole Likely Flash Exploit Request /field.swf',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole PDF Exploit Request /fdp2.php',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole client=done Cookie Present',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole client=done Cookie Set',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED DRIVEBY Blackhole2 - Landing Page Received',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED High Probability Blackhole Landing with catch qq',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED INBOUND Blackhole Java Exploit request similar to /content/jav.jar',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Initial Blackhole Landing - Verizon Balance Due Jun 15 2012',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Initial Blackhole Landing .prototype.q catch with split',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Initial Blackhole Landing Loading... Please Wait',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Initial Blackhole Landing Loading... Wait Please',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Likely Blackhole Exploit Kit Driveby ?id Download Secondary Request',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Likely Blackhole PDF served from iframe',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Obfuscated Javascript redirecting to Blackhole June 7 2012',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Outdated Mac Flash Version',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED PoisonIvy.Eks Keepalive to CnC',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED PoisonIvy.Esf Keepalive to CnC',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Possible Blackhole Landing to 7-8 chr folder plus index.htm or index.html',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Possible Blackhole Landing to 8 chr folder plus index.html',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Possible Blackhole Landing to 8 chr folder plus js.js',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Possible Exploit Kit Delivering Executable to Client',SMB2 Create for an .exe file,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Possible Request for Blackhole Exploit Kit Landing Page - src.php?case=',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Request For Blackhole Landing Page Go.php',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Unknown Malware Checkin Possibly ZeuS',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED W32/DarkComet Second Stage Download Request',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED ZeuS - ICE-IX cid= in cookie',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Zeus CnC Checkin POST to Config.php',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET DELETED Zeus POST Request to CnC - content-type variation',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET EXPLOIT VNC Multiple Authentication Failures',RDP protocol,Kerberos Authentication Failure,Kerberos AS-REQ with RC4 Encryption,Administrator RDP Connection,RDP Connection with rapid Cookie,,,,,,,,,,,,,,
AlienVault NIDS: 'ET INFO EXE - Served Attached HTTP',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET INFO EXE - Served Inline HTTP',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET MALWARE Possible Windows executable sent when remote host claims to send a Text File',RDP protocol,SMBv1,Potential SMB Brute Force Attack,Command Execution Over SMB,Administrator RDP Connection,SMB2 Create for an .exe file,RDP Connection with rapid Cookie,,,,,,,,,,,,
AlienVault NIDS: 'ET MALWARE Sinowal/sinonet/mebroot infected host POSTing process list',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET MALWARE Sinowal/sinonet/mebroot infected host checkin',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET MALWARE Win32.Bublik.B/Birele/Variant.Kazy.66443 Checkin',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P ABC Torrent User-Agent (ABC/ABC-3.1.0)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Azureus P2P Client User-Agent',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BTWebClient UA uTorrent in use',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BitTorrent DHT announce_peers request',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BitTorrent DHT find_node request',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BitTorrent DHT get_peers request',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BitTorrent DHT nodes reply',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BitTorrent DHT ping request',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BitTorrent Traffic',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P BitTorrent peer sync',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client HTTP Request ',HTTP Basic Authentication,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (BTSP)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (BitComet)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (BitTornado)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (Bittorrent/5.x.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (Deluge 1.x.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (Enhanced CTorrent 3.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (FDM 3.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (KTorrent 2.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (KTorrent/3.x.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (Opera/10.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (Transmission/1.x)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (rTorrent)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Bittorrent P2P Client User-Agent (uTorrent)',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Client to Server Hello',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Connect Reply and Server List',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Connect Request',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Get Sources Request (by hash)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey IP Query End',BitTorrent,External IP Lookup,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey IP Reply',BitTorrent,External IP Lookup,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey IP Request',BitTorrent,External IP Lookup,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Publicize File ACK',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Publicize File',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Search Reply',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Search Request (any type file)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Search Request (by file hash)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Search Request (search by name)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Server List',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Server Message',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Edonkey Server Status',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Libtorrent User-Agent',Unusual user agent string observed,BitTorrent,uTorrent,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Vuze BT Connection',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Vuze BT UDP Connection (2)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Vuze BT UDP Connection (3)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Vuze BT UDP Connection (4)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Vuze BT UDP Connection (5)',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P Vuze BT UDP Connection',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P eDonkey File Status Request',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P eDonkey File Status',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P eDonkey Server Status Request',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P eDonkey Server Status',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P ed2k file request answer',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET P2P ed2k request part',BitTorrent,uTorrent,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Binary Download Smaller than 1 MB Likely Hostile',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management',Unusual user agent string observed,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY GNU/Linux YUM User-Agent Outbound likely related to package management',Unusual user agent string observed,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY General MSN Chat Activity',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Google IM traffic Jabber client sign-on',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Google Talk (Jabber) Client Login',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Google Talk TLS Client Traffic',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY MS Remote Desktop Administrator Login Request',RDP protocol,SMBv1,Potential SMB Brute Force Attack,Administrator RDP Connection,RDP Connection with rapid Cookie,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY MS Remote Desktop POS User Login Request',RDP protocol,SMBv1,Potential SMB Brute Force Attack,Administrator RDP Connection,RDP Connection with rapid Cookie,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY MS Remote Desktop Service User Login Request',RDP protocol,SMBv1,Potential SMB Brute Force Attack,Administrator RDP Connection,RDP Connection with rapid Cookie,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY MS Terminal Server Root login',RDP protocol,Administrator RDP Connection,RDP Connection with rapid Cookie,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY MSN Game Loading',Gaming Client,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY MSN IM Poll via HTTP',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY MSN status change',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Outdated Flash Version M1',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY PE EXE or DLL Windows file download',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,SMB2 Create for an .exe file,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Possible MSN Messenger File Transfer',SMBv1,Potential SMB Brute Force Attack,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Skype Bootstrap Node (udp)',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Skype User-Agent detected',Unusual user agent string observed,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Skype VOIP Checking Version (Startup)',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Skype VOIP Reporting Install',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Suspicious Executable (PE offset 160)',SMB2 Create for an .exe file,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Suspicious Executable (PE offset 512)',SMB2 Create for an .exe file,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Suspicious Executable (PE under 128)',SMB2 Create for an .exe file,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Suspicious Windows Executable CreateRemoteThread',RDP protocol,Administrator RDP Connection,SMB2 Create for an .exe file,RDP Connection with rapid Cookie,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Suspicious Windows Executable WriteProcessMemory',SMB2 Create for an .exe file,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY TeamViewer Dyngate User-Agent',Unusual user agent string observed,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY TeamViewier Keep-alive inbound',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Vulnerable Java Version 1.4.x Detected',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Vulnerable Java Version 1.5.x Detected',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Vulnerable Java Version 1.6.x Detected',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET POLICY Vulnerable Java Version 1.7.x Detected',,,,,,,,,,,,,,,,,,,
"AlienVault NIDS: 'ET SCAN Behavioral Unusual Port 139 traffic, Potential Scan or Infection'",Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
"AlienVault NIDS: 'ET SCAN Behavioral Unusual Port 445 traffic, Potential Scan or Infection'",Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
"AlienVault NIDS: 'ET SCAN Behavioral Unusually fast Terminal Server Traffic, Potential Scan or Infection'",Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN DirBuster Scan in Progress',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN DirBuster Web App Scan in Progress',Web Application Attack,Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN LibSSH Based SSH Connection - Often used as a BruteForce Tool',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Nikto Web App Scan in Progress',Web Application Attack,Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Potential FTP Brute-Force attempt',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Potential SSH Scan OUTBOUND',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Potential SSH Scan',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Potential VNC Scan 5800-5820',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Potential VNC Scan 5900-5920',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Sivus VOIP Vulnerability Scanner SIP Scan',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Skipfish Web Application Scan Detected (2)',Web Application Attack,Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN Skipfish Web Application Scan Detected',Web Application Attack,Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,
AlienVault NIDS: 'ET SCAN sipscan probe',Port Sweep,Port Scan,Connection on unusual port,Connection received on unusual port,Unusual connection between two hosts,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN - Possible Zeus/Perkesh (.bin) configuration download',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN ASProtect/ASPack Packed Binary - Likely Hostile',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN BKDR_BTMINE.MNR BitCoin Miner Retrieving New IP Addresses From Server',Unknown Crypto Miner,External IP Lookup,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN BKDR_BTMINE.MNR BitCoin Miner Retrieving New Malware From Server',Unknown Crypto Miner,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN BKDR_BTMINE.MNR BitCoin Miner Retrieving Server IP Addresses',Unknown Crypto Miner,External IP Lookup,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN BKDR_BTMINE.MNR BitCoin Miner Server Checkin',Unknown Crypto Miner,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Backdoor.Win32.Aldibot.A Checkin',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Backdoor.Win32.Aldibot.A User-Agent (Aldi Bot)',Unusual user agent string observed,Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Backdoor.Win32.Fynloski.A Checkin Inbound',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Backdoor.Win32.Fynloski.A Checkin Outbound',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Backdoor.Win32.Fynloski.A Command Response',Command Execution Over SMB,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Bancos User-Agent Detected',Unusual user agent string observed,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Bancos/Banker Info Stealer Post',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Banker/Bancos/Infostealer Possible Rootkit - HTTP HEAD Request',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN BlackEnergy v2.x HTTP Request with Encrypted Variables',,,,,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN BlackEnergy v2.x Plugin Download Request',Malicious File Download,Unusual data download,Data download on suspicious port,Malicious Script Download,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Blackenergy Bot Checkin to C&C (2)',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Blackenergy Bot Checkin to C&C',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
AlienVault NIDS: 'ET TROJAN Bredolab Check In',Beaconing activity,Mirai Login Attempt,Mirai Variant,Unusual data upload,,,,,,,,,,,,,,,
